成都移动电信,#genre#
金色学堂,http://125.71.114.18:4022/rtp/239.93.42.95:5140
法制天地,http://125.71.114.18:4022/rtp/239.93.42.96:5140
百事通4K,http://125.71.114.18:4022/rtp/239.93.42.75:5140
经典电影,http://125.71.114.18:4022/rtp/239.93.0.57:9024
华语影院,http://125.71.114.18:4022/rtp/239.93.42.86:5140
星光院线,http://125.71.114.18:4022/rtp/239.93.42.87:5140
全球大片,http://125.71.114.18:4022/rtp/239.93.42.90:5140
热播剧场,http://125.71.114.18:4022/rtp/239.93.0.56:9020
热门剧场,http://125.71.114.18:4022/rtp/239.93.42.88:5140
港剧风云,http://125.71.114.18:4022/rtp/239.93.0.143:5140
谍战剧场,http://125.71.114.18:4022/rtp/239.93.42.91:5140
热门综艺高清,http://125.71.114.18:4022/rtp/239.93.0.151:5140
音乐现场高清,http://125.71.114.18:4022/rtp/239.93.0.198:9044
戏曲精选,http://125.71.114.18:4022/rtp/239.93.0.144:5140
戏曲,http://125.71.114.18:4022/rtp/239.93.0.217:9208
魅力时尚高清,http://125.71.114.18:4022/rtp/239.93.0.190:9012
生活时尚,http://125.71.114.18:4022/rtp/239.93.0.106:5140
爱生活高清,http://125.71.114.18:4022/rtp/239.93.0.206:8028
财富天下,http://125.71.114.18:4022/rtp/239.93.0.116:9136
股评汇,http://125.71.114.18:4022/rtp/239.93.0.141:5140
电竞天堂高清,http://125.71.114.18:4022/rtp/239.93.1.135:5140
游戏风云,http://125.71.114.18:4022/rtp/239.93.0.136:5140
足球高清,http://125.71.114.18:4022/rtp/239.93.0.197:9040
高网高清,http://125.71.114.18:4022/rtp/239.93.0.202:9068
台球高清,http://125.71.114.18:4022/rtp/239.93.0.203:9072
纪实人文,http://125.71.114.18:4022/rtp/239.93.1.154:5140
墨宝高清,http://125.71.114.18:4022/rtp/239.93.0.215:9132
军事高清,http://125.71.114.18:4022/rtp/239.93.0.204:9076
解密高清,http://125.71.114.18:4022/rtp/239.93.0.199:9048
地理高清,http://125.71.114.18:4022/rtp/239.93.0.200:9052
导视,http://125.71.114.18:4022/rtp/239.93.0.129:5140
收视指南,http://125.71.114.18:4022/rtp/239.93.0.195:8012
星空精选高清,http://125.71.114.18:4022/rtp/239.93.1.171:5140
东方财经高清,http://125.71.114.18:4022/rtp/239.93.1.165:5140
百姓健康,http://125.71.114.18:4022/rtp/239.93.42.35:5140
乐游,http://125.71.114.18:4022/rtp/239.93.42.94:5140
爱宠宠物,http://125.71.114.18:4022/rtp/239.93.42.32:5140
求索记录,http://125.71.114.18:4022/rtp/239.93.42.24:5140
生活时尚,http://125.71.114.18:4022/rtp/239.93.42.29:5140
环球旅游,http://125.71.114.18:4022/rtp/239.93.42.31:5140
麻辣体育,http://125.71.114.18:4022/rtp/239.93.42.2:5140
绚影4K,http://125.71.114.18:4022/rtp/239.93.42.33:5140
先锋乒羽,http://125.71.114.18:4022/rtp/239.93.42.56:5140
天元围棋,http://125.71.114.18:4022/rtp/239.93.42.55:5140
快乐垂钓,http://125.71.114.18:4022/rtp/239.93.1.151:5140
茶频道,http://125.71.114.18:4022/rtp/239.93.0.114:5140
书,http://125.71.114.18:4022/rtp/239.93.42.67:5140
魅力足球,http://125.71.114.18:4022/rtp/239.93.42.97:5140
劲爆体育,http://125.71.114.18:4022/rtp/239.93.42.98:5140
熊猫24小时,http://125.71.114.18:4022/rtp/239.93.1.178:5140
综艺咖秀,http://125.71.114.18:4022/rtp/239.93.1.175:5140
红色经典,http://125.71.114.18:4022/rtp/239.93.1.176:5140
i成都,http://125.71.114.18:4022/rtp/239.93.1.104:1234
i乐山,http://125.71.114.18:4022/udp/239.93.1.55:8302




明星大片,#genre#
电影_星爷,http://124.248.69.76:35455/huya/11342412
电影_英叔,http://124.248.69.76:35455/huya/11342421
电影_发哥,http://124.248.69.76:35455/huya/11342387
电影_成龙,http://124.248.69.76:35455/huya/11342386
电影_王晶,http://124.248.69.76:35455/huya/11602058
电影_沈腾,http://124.248.69.76:35455/huya/11601968
电影_黄渤,http://124.248.69.76:35455/huya/11352876
电影_强森,http://124.248.69.76:35455/huya/21059581
电影_漫威,http://124.248.69.76:35455/huya/11602034
许冠英,http://124.248.69.76:35455/huya/11601972
五福星,http://124.248.69.76:35455/huya/11282233
邱淑贞,http://124.248.69.76:35455/huya/11352949
古天乐,http://124.248.69.76:35455/huya/11602041
徐克,http://124.248.69.76:35455/huya/11352909
冯小刚,http://124.248.69.76:35455/huya/11352906
甄子丹,http://124.248.69.76:35455/huya/11352935
电影_周星星,http://124.248.69.76:35455/huya/11336587
电影_李连杰,http://124.248.69.76:35455/huya/11342390
电影_洪金宝,http://124.248.69.76:35455/huya/11279251
电影_梁家辉,http://124.248.69.76:35455/huya/11342429
电影_刘德华,http://124.248.69.76:35455/huya/11342424
电影_斯坦森,http://124.248.69.76:35455/huya/21059588
电影_曾江,http://124.248.69.76:35455/huya/11601981
电影_周海媚,http://124.248.69.76:35455/huya/11279247
电影_宇宙,http://124.248.69.76:35455/huya/11342428
电影_怪兽,http://124.248.69.76:35455/huya/21059577
电影_武侠,http://124.248.69.76:35455/huya/11342427
电影_警匪,http://124.248.69.76:35455/huya/11352886
电影_罪犯,http://124.248.69.76:35455/huya/11352962
电影_枪战,http://124.248.69.76:35455/huya/21059579
电影_海盗,http://124.248.69.76:35455/huya/21059595
电影_推荐,http://124.248.69.76:35455/huya/11602041
电影_救援,http://124.248.69.76:35455/huya/21059594
电影_热血,http://124.248.69.76:35455/huya/11352934
电影_盗墓,http://124.248.69.76:35455/huya/21059552
电影_贺岁,http://124.248.69.76:35455/huya/11601971
电影_玄幻,http://124.248.69.76:35455/huya/11342414
电影_谍战,http://124.248.69.76:35455/huya/21059585
电影_战争,http://124.248.69.76:35455/huya/21059592
电影_喜剧,http://124.248.69.76:35455/huya/11352877
电影_港片,http://124.248.69.76:35455/huya/11602043
电影_国产,http://124.248.69.76:35455/huya/11352973
电影_八点档,http://124.248.69.76:35455/huya/880261
电影_超异能族,http://124.248.69.76:35455/huya/21059586
电影_古墓系列,http://124.248.69.76:35455/huya/11352913
电影_蜘蛛侠,http://124.248.69.76:35455/huya/21059599
电影_贺岁片,http://124.248.69.76:35455/huya/11601986
电影_功夫片,http://124.248.69.76:35455/huya/11352941
电影_黑帮片,http://124.248.69.76:35455/huya/11336719
电影_丧尸片,http://124.248.69.76:35455/huya//21059578
电影_灾难片,http://124.248.69.76:35455/huya/11602075
电影_谍战片,http://124.248.69.76:35455/huya/21059587
电影_战争片,http://124.248.69.76:35455/huya/21059574
电影_犯罪片,http://124.248.69.76:35455/huya/11352974
电影_古装片,http://124.248.69.76:35455/huya/11336590
电影_高分动作,http://124.248.69.76:35455/huya/11352884
电影_动作电影,http://124.248.69.76:35455/huya/11602077
电影_搞笑喜剧,http://124.248.69.76:35455/huya/11342423
电影_喜剧专场,http://124.248.69.76:35455/huya/11602044
电影_欢笑影院,http://124.248.69.76:35455/huya/11352894
电影_不挤影院,http://124.248.69.76:35455/huya/11352897
电影_国产悬疑,http://124.248.69.76:35455/huya/11342395
电影_快意江湖,http://124.248.69.76:35455/huya/11342435
电影_黑帮斗争,http://124.248.69.76:35455/huya/11342419
电影_嫣然影厅,http://124.248.69.76:35455/huya/11601977
电影_许氏三杰,http://124.248.69.76:35455/huya/11602033
电影_经典港片,http://124.248.69.76:35455/huya/11352965
电影_镖行天下,http://124.248.69.76:35455/huya/11352969

电影_喜乐影院,http://124.248.69.76:35455/huya/21059580
电影_蘑菇影厅,http://124.248.69.76:35455/huya/11601981
电影_搞笑恐怖,http://124.248.69.76:35455/huya/11601960
电影_死神来了,http://124.248.69.76:35455/huya/11352903
电影_变形金刚,http://124.248.69.76:35455/huya/21059596
电影_怪兽系列,http://124.248.69.76:35455/huya/21059554
剧集_老三国,http://124.248.69.76:35455/huya/11602081
剧集_新三国,http://124.248.69.76:35455/huya/11352944
剧集_新水浒,http://124.248.69.76:35455/huya/11342384
剧集_纪晓岚,http://124.248.69.76:35455/huya/11342396
剧集_庆余年,http://124.248.69.76:35455/huya/11352960
剧集_雍正王朝,http://124.248.69.76:35455/huya/11342439
剧集_士兵突击,http://124.248.69.76:35455/huya/11342430
剧集_爱情公寓,http://124.248.69.76:35455/huya/11336726
剧集_武林外传,http://124.248.69.76:35455/huya/21059598
剧集_地下交通站,http://124.248.69.76:35455/huya/11342433
剧集_邻里一家亲,http://124.248.69.76:35455/huya/11342426
搞笑_陈翔六点半,http://124.248.69.76:35455/huya/11274154
电影_高能反转,http://cfss.cc/cdn/hy/11352887.flv








小鬼头,http://124.248.69.76:35455/huya/11352963
刘德华,http://124.248.69.76:35455/huya/11342424
许冠英,http://124.248.69.76:35455/huya/11601972
李连杰,http://124.248.69.76:35455/huya/11342390
甄子丹,http://124.248.69.76:35455/huya/11352935
星爷,http://124.248.69.76:35455/huya/11342412
英叔,http://124.248.69.76:35455/huya/11342421
成龙,http://124.248.69.76:35455/huya/11342386
王晶,http://124.248.69.76:35455/huya/11602058
沈腾,http://124.248.69.76:35455/huya/11601968
黄渤,http://124.248.69.76:35455/huya/11352876
吴京,http://124.248.69.76:35455/huya/11602041
强森,http://124.248.69.76:35455/huya/21059581
怪兽,http://124.248.69.76:35455/huya/21059577
武侠,http://124.248.69.76:35455/huya/11342427
罪犯,http://124.248.69.76:35455/huya/11352962
枪战,http://124.248.69.76:35455/huya/21059579
盗墓,http://124.248.69.76:35455/huya/21059552
贺岁,http://124.248.69.76:35455/huya/11601971
玄幻,http://124.248.69.76:35455/huya/11342414
喜剧,http://124.248.69.76:35455/huya/11352877
港片,http://124.248.69.76:35455/huya/11602043
国产,http://124.248.69.76:35455/huya/11352973
贺岁片,http://124.248.69.76:35455/huya/11601986
功夫片,http://124.248.69.76:35455/huya/11352941
黑帮片,http://124.248.69.76:35455/huya/11336719
灾难片,http://124.248.69.76:35455/huya/11602075
战争片,http://124.248.69.76:35455/huya/21059574
古装片,http://124.248.69.76:35455/huya/11336590
华语电影,http://124.248.69.76:35455/douyu/3928
粤语电影,http://124.248.69.76:35455/douyu/6566671
神乐影院,http://124.248.69.76:35455/douyu/85894
经典港剧,http://124.248.69.76:35455/douyu/4549169
惊悚影院,http://124.248.69.76:35455/douyu/96577






